address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,listed_in(type),listed_in(city),popularity_score,appeal_score
"457/32, Opposite Bangalore Central Mall, Outer Ring Road, Bellandur, Bangalore",Delhite Food,1,0,3.5,6,Bellandur,Quick Bites,North Indian,300,Delivery,Bellandur,0.21956871703667358,0.41868025200584935
"Ground Floor, Octave Hotel, Opposite Prestige Tech Park, Outer Ring Road, Kadubeesanahalli, Bellandur, Bangalore",Faasos,1,0,4.1,193,Bellandur,Quick Bites,"North Indian, Biryani, Fast Food",500,Delivery,Bellandur,0.3036539464000981,0.6310401076493128
"1, Survey Number 44, Ambalipura, Balaji Layout, Sarjapur Road, Bangalore",The Flying Cup,1,0,4.2,233,Sarjapur Road,Quick Bites,"Beverages, Fast Food, Tea",150,Delivery,Bellandur,0.31798302771985776,0.6591223267834305
"35, Outer Ring Road",The Rasaganga,1,0,3.7,404,Bellandur,Casual Dining,"South Indian, North Indian, Chinese, Street Food",500,Delivery,Bellandur,0.2595624310069913,0.5906693544340582
"55/2, Devarabisanahalli Ring Road, Off Sakra World Hospital, Bellandur, Bangalore",Udupi Nalapaka,1,0,3.7,37,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Bellandur,0.24648020667239048,0.4935566555994466
"22, 57/58/1/2, Saket Callipolis, Doddakannhalli, Ambalipura, Sarjapur Road, Bangalore",Sarjapur Social,1,0,4.6,1193,Sarjapur Road,"Bar, Casual Dining","American, North Indian, Chinese, Finger Food",1500,Delivery,Bellandur,0.4038164632650557,0.821275643280865
"26, Opposite Shubh Enclave, Ambalipura Village, Sarjapur Road, Bangalore",The Fisherman's Wharf,1,1,4.4,4099,Sarjapur Road,"Casual Dining, Bar","Seafood, Goan, North Indian, Continental, Asian",1400,Delivery,Bellandur,0.4815984146939777,0.8340969004913823
"2724, 31st Main, 17th Cross, HSR, Bangalore",Just Shawarma,1,0,3.9,78,HSR,Quick Bites,Arabian,300,Delivery,Bellandur,0.27374816018643433,0.5516267937971017
"First Floor, Raja Ikon, Opposite Hotel Radisson Blu, Near Marathahali Bridge, Marathahalli, Bangalore",Konaseema Kitchen,1,1,3.8,571,Marathahalli,Casual Dining,"North Indian, Biryani, Andhra, South Indian",600,Delivery,Bellandur,0.27841860358150367,0.6248167319891176
"1543, 7th Cross, 19th Main, 1st Sector, HSR, Bangalore",PSV's Andhra Paradise,1,0,3.5,116,HSR,Casual Dining,"Andhra, Chinese, North Indian, Hyderabadi",600,Delivery,Bellandur,0.22348981969827053,0.508068431754907
"253, Green Glen Layout, Bellandur, Bangalore",Maia - Eat | Bake | Mom,1,1,4.3,996,Bellandur,Casual Dining,"Continental, North Indian, Beverages",1200,Delivery,Bellandur,0.3580844474426591,0.7509939498955756
"33/2, Outer Ring Road, Next to Maruti Showroom, Bellandur, Bangalore",Punjab Zone,1,0,2.9,120,Bellandur,Quick Bites,North Indian,400,Delivery,Bellandur,0.14621305041089167,0.4134764359178653
"33/1-33/2, Outer Ring Road, Next to Maruti Showroom, Bellandur, Bangalore",Yummy Punjabi,1,0,2.9,93,Bellandur,Quick Bites,"North Indian, Chinese",400,Delivery,Bellandur,0.14525059793940878,0.41189968362941765
"164, Green Glen Layout, Opposite Little Elly, Bellandur, Bangalore",Happy Endings,1,0,4.3,490,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts, Italian",500,Delivery,Bellandur,0.34004737519931305,0.7170550774925388
"163, Shreyas Arcade, Opposite Apollo Pharmacy, Green Glen Layout, Bellandur, Bangalore",Meghana Biryani,1,0,2.3,235,Bellandur,Casual Dining,North Indian,800,Delivery,Bellandur,0.07289303017294245,0.31341756438056234
"95/2, Green Glen Layout, Sobha Lakeview Clubhouse, Bellandur, Bangalore",Andhra Bhojanam,1,0,3.6,48,Bellandur,Delivery,Andhra,400,Delivery,Bellandur,0.2339690911320986,0.49244321761461346
"Srinivasa Nilayam, Site 3, Vidya Vikas School Road, Panathur New Extension, Kaverappa Layout, Kadubeesanahalli, Bellandur, Bangalore",Cupcake Bliss,1,0,3.3,8,Bellandur,Bakery,Bakery,250,Delivery,Bellandur,0.19383355819943573,0.42048692777694807
"Shop 217, 2nd main road, Kadubeesanahalli Croma, Back Side road Near Kumbeshwara Temple Marathahalli, Bangalore",Spicy Khana Point,1,0,3.0,68,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani",500,Delivery,Bellandur,0.1572626640500429,0.42457804105380365
"88, 3rd Floor, KBR Mall, Above More Mega Store, Outer Ring Road, Marathahalli, Bangalore",Hyderabad Chefs,1,0,4.0,717,Marathahalli,Casual Dining,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",800,Delivery,Bellandur,0.3094294278179811,0.6749143012624506
"82/4B, Next To Wipro Corporate Office, Sarjapur Road, Bangalore",The Hidden Home,1,1,4.3,994,Sarjapur Road,Casual Dining,"Asian, Chinese, Continental, North Indian, South Indian",1300,Delivery,Bellandur,0.3580131546669937,0.7509016273615439
"Behind MK Retail, Sarjapur Road, Bangalore",Byg Brewski Brewing Company,1,1,4.9,16345,Sarjapur Road,Microbrewery,"Continental, North Indian, Italian, South Indian, Finger Food",1600,Delivery,Bellandur,0.9826402091254753,0.998774710128231
"1214, 17th Cross Road, Parangi Palaya, Sector 2, HSR Layout, Bangalore",Nutty Affair,1,0,3.7,25,HSR,Quick Bites,Desserts,350,Delivery,Bellandur,0.2460524500183981,0.47799175557842244
"65/1A, Sarjapur Main Road, Kaikondrahalli, Sarjapur Road, Bangalore",Waffle Talesz,1,0,3.6,18,Sarjapur Road,Dessert Parlor,Desserts,200,Delivery,Bellandur,0.2328996994971176,0.45859682534638924
"71/1A, 1st Floor, Kaikondrahalli, Sarjapur Main Road, Bengaluru, Karnataka",Suryawanshi,1,1,4.5,125,Sarjapur Road,Casual Dining,"Maharashtrian, Seafood",700,Delivery,Bellandur,0.352842895253281,0.671634725637508
"13, The Bay, RMZ EcoWorld, Bellandur, Bangalore",Chili's American Grill & Bar,1,1,4.5,1365,Bellandur,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ",1800,Delivery,Bellandur,0.39704441616582853,0.8068146034239093
"29/2, Kariyammana Agrahara, Near Sakra World Hospital, Bellandur, Bangalore, Bengaluru",Hyderabadi Zaiqa,1,0,3.1,41,Bellandur,Casual Dining,"Hyderabadi, North Indian, Biryani",700,Delivery,Bellandur,0.16920343738501165,0.43346684586894935
"71/1G1, 3rd Floor, Bhoomi Plaza, Above Bata Showroom, Sarjapur Road, Bangalore",RRoyal Rajasthan,1,0,4.3,754,Sarjapur Road,Casual Dining,"Rajasthani, North Indian",500,Delivery,Bellandur,0.3494580215871458,0.7380244191752295
"A1/65, 2nd Floor, Above Family Pharma, Kaikondrahalli, Sarjapur Road, Bangalore",Indiana Burgers,1,0,3.5,28,Sarjapur Road,Delivery,Burger,300,Delivery,Bellandur,0.22035293756899296,0.46510412017410707
"6/2, Near Wipro Headquaters, Kaikondrahalli, Sarjapur Road, Bangalore",Abhiruchi Restaurant,1,0,3.4,5,Sarjapur Road,Casual Dining,"Andhra, North Indian, Chinese",400,Delivery,Bellandur,0.20662984484238928,0.41083630844248165
"Near Madurai Idly, SGR Dental College Road, CKB Layout, Chandra Layout, Marathahalli, Bengalore",9 Bowls,1,0,,0,Marathahalli,Quick Bites,"Healthy Food, Continental, North Indian, Chinese",500,Delivery,Bellandur,,0.34420194549135175
"Mantri Commercio, Kariyammana Agrahara, Bellandur, Bangalore",Pasta Twist Plus,1,0,2.6,20,Bellandur,Casual Dining,"Fast Food, Continental",400,Delivery,Bellandur,0.1039387342082669,0.3920570635463694
"Basement 2064, Siri Iris Building, 24th Main, N.R.T.A Enclave, HSR, Bangalore",Delite Chaat House,1,0,3.5,178,HSR,Quick Bites,"Street Food, Gujarati",300,Delivery,Bellandur,0.2256998957438979,0.5223564730610405
"97/1, Green Glyen Layout, Behind Salarpuria Soft Zone, Outer Ring Rd, Bellandur, Bangalore",Hyderabadi Biriyani,1,0,3.4,33,Bellandur,Casual Dining,"Biryani, Hyderabadi, Chinese, North Indian",800,Delivery,Bellandur,0.20762794370170487,0.4603675136773505
"809/A, 27th Main, 100 Feet Road, 1st Sector, HSR, Bangalore",Sri Krishna Sagar,1,0,3.5,234,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices",400,Delivery,Bellandur,0.2276960934625291,0.5319001541508417
"6, 2nd Floor, Opposite BRS Global School, Kasavanahalli Main Road, Sarjapur Road, Bangalore",Momo Rice Noodles,1,0,3.4,68,Sarjapur Road,Quick Bites,"Chinese, Momos",600,Delivery,Bellandur,0.20887556727584936,0.47797539428665053
"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",Bombay Sandwich Company,1,0,3.5,32,Sarjapur Road,Delivery,"Sandwich, Beverages",400,Delivery,Bellandur,0.22049552312032375,0.4690103672290722
"Ground Floor, Opposite Central Mall, Bellandur, Bangalore",Frosty Fills,1,0,,0,Bellandur,Quick Bites,"Desserts, Ice Cream",250,Delivery,Bellandur,,0.34420194549135175
"1, Sy No, 6/2, Opposite Foodworld Supermarket, Bata Showroom Backside, 12th Cross, Kasavanahalli Main Road, Bellandur, Bangalore",Hungry Bird,1,0,3.6,15,Bellandur,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,Bellandur,0.2327927603336195,0.452342768365914
"Shop 5, New Building, 15 A, First Floor, Kasavanahalli Main Road, Sarjapur Road, Bangalore",The Good Bowl,1,0,3.6,10,Sarjapur Road,"Takeaway, Delivery","Italian, North Indian, Biryani",500,Delivery,Bellandur,0.232614528394456,0.438502450834431
"Mint Plaza, Palm Avenue, Green Glen Layout, Bellandur, Bangalore",The Salad Studio,1,0,4.0,107,Bellandur,Cafe,"Cafe, Healthy Food, Salad",400,Delivery,Bellandur,0.28768513124003436,0.5828151692542005
"Building 2686, 31 Main, 13 Cross, Sector 1, Behind CPWD Quarters, HSR Layout, HSR, Bangalore",Veg Rasoi,1,0,3.9,92,HSR,Delivery,"North Indian, Rajasthani",600,Delivery,Bellandur,0.27424720961609217,0.5598723415133903
"603, Second Floor, KPC Layout, Amrutha College Road, Kasavanahalli, Sarjapur Road, Bangalore",Curry Flavours,1,0,3.7,59,Sarjapur Road,Casual Dining,"Tamil, South Indian, North Indian, Chinese",200,Delivery,Bellandur,0.24726442720470987,0.512290543653855
"191, Ground Floor, 27th Main Road, Near CPWD Quarters, Beside Lawrance & Mayo, Sector 2, HSR, Bangalore",Petoo,1,0,4.1,103,HSR,Quick Bites,"North Indian, Fast Food, Street Food",800,Delivery,Bellandur,0.30044577149515506,0.5960782597188437
"457/32, Opposite Bangalore Central Mall, Outer Ring Road, Bellandur, Bangalore",Xung Fu,1,0,,0,Bellandur,Quick Bites,"Asian, Chinese",350,Delivery,Bellandur,,0.34420194549135175
"1st Floor, NTR Royal Plaza, Outer Ring Road, Marathahalli, Bangalore",Dhaba Estd 1986 Delhi,1,1,4.4,1209,Marathahalli,"Casual Dining, Bar",North Indian,1100,Delivery,Bellandur,0.3785803538574758,0.780511875459766
"20/5, Outer Ring Road, Kadubeesanahalli, Marathahalli, Bangalore",Inhouse Burger,1,0,4.0,167,Marathahalli,Quick Bites,Fast Food,400,Delivery,Bellandur,0.28982391450999634,0.6060781968545335
"2nd Floor, Sai Durga Enclave, 833/1, Outer Ring Road, Bellandur, Bangalore",Manchow,1,1,3.8,157,Bellandur,Casual Dining,"Chinese, Asian, Momos",600,Delivery,Bellandur,0.26366099901876605,0.5689855591170411
"17/1, Chandra Mansion, Opposite Spring Field Apartments, Sarjapur Road, Bangalore",Andhra Vilaas,1,0,3.7,52,Sarjapur Road,Quick Bites,"Andhra, North Indian, Biryani",350,Delivery,Bellandur,0.24701490248988098,0.5072023444719193
"2633, 27th Main, 13th Cross, 1st Sector, Liss Arcade, HSR, Bangalore",Bangaliana,1,0,3.7,309,HSR,Casual Dining,Bengali,600,Delivery,Bellandur,0.25617602416288476,0.5796902264636814
"15, Amrita Engineering College Road, Kasavanahalli, Sarjapur Road, Bangalore",La Casa Brewery And Kitchen,1,1,4.4,1381,Sarjapur Road,"Microbrewery, Casual Dining","Finger Food, Continental, Seafood",1500,Delivery,Bellandur,0.38471153256470014,0.7865680864584941
"1548, 19th Main, Outer Ring Road, Opposite BMTC Bus Depot, HSR, Bangalore",Biriyani Zone,1,0,3.9,667,HSR,Casual Dining,"Biryani, North Indian, Chinese, Seafood",800,Delivery,Bellandur,0.2947438826198944,0.6515443664024131
"The Market Place, Campus 4 A & B, RMZ Eco world, Outer Ring Road, Varthur Hobli, Bellandur, Bangalore",Tata Cha,1,0,3.6,34,Bellandur,"Beverage Shop, Cafe","Tea, Fast Food, Cafe",400,Delivery,Bellandur,0.2334700417024408,0.48048322441505875
"2733, 16th Cross, 27th Main Road, Oppsite, NIFT College, 1st Sector, HSR Layout, Bangalore",Soup'ermanz Kitchen,1,0,4.1,433,HSR,Cafe,"Cafe, Continental, Burger",750,Delivery,Bellandur,0.312209079479946,0.6716992994452384
"1, 328, 27th Main, 21st Cross, Sector 2, HSR, Bangalore",MAP- My Appetite Place,1,0,3.8,29,HSR,"Takeaway, Delivery","North Indian, Italian, Chinese",600,Delivery,Bellandur,0.25909826137618047,0.4927262504034844
"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",Healthie,1,0,3.9,70,Sarjapur Road,Delivery,"Healthy Food, Beverages",600,Delivery,Bellandur,0.27346298908377276,0.5461842314887562
"49, Agara Circle, Near Hanuman Statue, HSR Layout, HSR, Bangalore",Sri Dalma,1,0,3.8,77,HSR,Quick Bites,"Oriya, Bengali",350,Delivery,Bellandur,0.2608092879921501,0.5370160028219563
"Opposite NIFT College, 2733, 16th Cross, 27th Main Road, PWD Quarters, 1st Sector, HSR Layout, HSR, Bangalore",Artinci Artisanal Ice Cream,1,0,,0,HSR,Dessert Parlor,"Ice Cream, Desserts",300,Delivery,Bellandur,,0.34420194549135175
"65/2, Next To Peters School, Beside I-Gate Optics, Sarjapura Main Road, Bangalore",Chai World,1,0,3.5,18,Sarjapur Road,Quick Bites,"Tea, Beverages, Sandwich, Fast Food",300,Delivery,Bellandur,0.21999647369066597,0.4520685597031411
"Shop No 1, 15th Cross, DR BR Ambedkar Circle, Devarabishanahalli, Bellandur, Bangalore",Baker's Home,1,0,4.0,175,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",300,Delivery,Bellandur,0.2901090856126579,0.6084564664313236
"18/1, Opposite Mahagapathi Temple, Near Ramdav Medicals, Bellandur, Bangalore",Paratha Treat,1,0,3.6,51,Bellandur,Quick Bites,North Indian,200,Delivery,Bellandur,0.2340760302955967,0.49455902632734483
"18/2A, Sarjapur Road, Bangalore",New Cool Joint,1,0,3.5,23,Sarjapur Road,Quick Bites,"Fast Food, Beverages, Ice Cream, Juices, Sandwich",150,Delivery,Bellandur,0.22017470562982946,0.4593285504110517
"482/57, Hema Reddy Complex, Bellandur Main Road, Diagonally Opp to Village Super Market, Bangalore",Al Khansah,1,0,3.9,370,Bellandur,Casual Dining,"Biryani, Mughlai, Chinese, North Indian, Kebab",550,Delivery,Bellandur,0.28415690543358263,0.625594936219985
"Kadubeesanahalli, Marathahalli Outer Ring Road, Opposite JP Morgan, Varthur Hobli, Marathahalli, Bangalore",Chullah Bhatti,1,1,4.0,557,Marathahalli,Casual Dining,"North Indian, Chinese",900,Delivery,Bellandur,0.3037260057647492,0.6636273460419585
"#2733, 16th Cross, 27th Main, Opppsite NIFT College, Sector 1, HSR, Bangalore",Matka,1,1,3.6,25,HSR,Casual Dining,"North Indian, Biryani",500,Delivery,Bellandur,0.2331492242119465,0.46988637525536614
"Yemalur, Marathahalli, Bangalore",Feel@Home,1,0,3.6,42,Marathahalli,"Takeaway, Delivery","North Indian, Chinese",300,Delivery,Bellandur,0.2337552128051024,0.48779852769712884
"10, HDFC Bank Street, Bellandur Gate, Sarjapur Road, Bangalore",Mangala Hotel,1,0,3.8,27,Sarjapur Road,Quick Bites,"Kerala, Chinese, North Indian",300,Delivery,Bellandur,0.2590269686005151,0.48952780603395907
"Next to Grigliato, Sector 1 , HSR Layout, HSR, Bangalore",Kabab Magic,1,0,3.1,281,HSR,Quick Bites,"North Indian, Kebab, Chinese, Fast Food",400,Delivery,Bellandur,0.17775857046485954,0.46376109208964844
"Ecoworld RMZ 8A Building, Ground Floor, Food Court, Outer Ring Road, Bellandur",Keventers,1,0,3.6,18,Bellandur,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery,Bellandur,0.2328996994971176,0.45859682534638924
"74/2, Outer Ring Road, Bellandur Junction, Bellandur, Bangalore",The Kebab House,1,0,4.3,49,Bellandur,Quick Bites,"Kebab, Biryani",250,Delivery,Bellandur,0.3243273181650925,0.5747132321048217
"17/1, RJR Building, Bellandur Gate, Ambalipura, Sarjapur Road, Bangalore",Daniyal's,1,0,3.6,6,Sarjapur Road,"Takeaway, Delivery","North Indian, Biryani, Mughlai, Kebab",800,Delivery,Bellandur,0.23247194284312522,0.4214119376296198
"Opposite BBMP Office, Besides Choice Bakery, Yamalur, Bellandur, Bangalore",Poha On Wheels,1,0,4.1,65,Bellandur,"Takeaway, Delivery",Street Food,100,Delivery,Bellandur,0.2990912087575125,0.5686861692464109
"20\5, Panathur Junction, Outer Ring Road, Kadubeessanahalli, Marathahalli, Bangalore",Float,1,1,4.4,3061,Marathahalli,"Casual Dining, Bar","North Indian, Japanese",1500,Delivery,Bellandur,0.4445974641236355,0.821602288884513
"78/5, Sri Gowrikshna Arcade, Behind Central Mall, M.H. Colony, Bellandur, Bangalore",Domino's Pizza,1,0,3.6,260,Bellandur,Quick Bites,"Pizza, Fast Food",800,Delivery,Bellandur,0.2415261253526309,0.5541412909101221
"2606, Ground Floor, The Ambience Building, 16th Cross, 27th Main, Sector 1, HSR, Bangalore",Makers of Milkshakes,1,0,3.9,39,HSR,Beverage Shop,Beverages,300,Delivery,Bellandur,0.27235795106095906,0.5165236372473335
"Ground Floor, 42 Green Glen Layout, Sarjapur - Marathalli Ring Road, Bellandur, Bangalore",Shake It Off,1,0,4.0,60,Bellandur,Beverage Shop,"Beverages, Fast Food",600,Delivery,Bellandur,0.28600975101189746,0.5511039488670402
"Opposite Bellandur Police Station, Sarjapur Road, Bangalore",Udupi Savi Thindi,1,0,3.6,14,Sarjapur Road,"Takeaway, Delivery","South Indian, North Indian, Chinese",300,Delivery,Bellandur,0.2327571139457868,0.4499794933656996
"56, CSB Layout, Opposite Oceanus Monarda, Centrel Jail Road, Kasvanahalli, Sarjapur Road, Bangalore",Karavali Kitchen,1,0,3.1,85,Sarjapur Road,Casual Dining,Mangalorean,400,Delivery,Bellandur,0.17077187844965042,0.4404465692533274
"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",InnerChef,1,0,3.9,231,Sarjapur Road,Delivery,"North Indian, Continental",500,Delivery,Bellandur,0.2792020575248374,0.6041339461436128
"505/3, Gurumurthy Reddy Building, Bellandur Main Road, Near Bangalore Bazaar, Bellandur, Bangalore",RP Sweets,1,0,3.4,7,Bellandur,Quick Bites,"Mithai, Fast Food",300,Delivery,Bellandur,0.20670113761805467,0.42026426814642676
"2802, 27th Main Road, Sector 1, HSR, Bangalore",Broadway - The Gourmet Theatre,1,1,4.2,1142,HSR,Casual Dining,"Japanese, North Indian, Italian, Korean, Mexican, Thai",1800,Delivery,Bellandur,0.35038559425978166,0.7365795780579751
"65/1C, Kaikondrahalli, Sarjapur Road, Bangalore",Appetite Workstation,1,0,3.6,16,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani",500,Delivery,Bellandur,0.23282840672145222,0.45455532271275495
"Sai Durga Enclave, Salarpuria Soft Zone, Beside Shell Petrol Bunk, Maratahalli, Outer Ring Road, Bellandur, Bangalore",Mango Tree Grand,1,0,3.8,112,Bellandur,Quick Bites,"Andhra, North Indian",700,Delivery,Bellandur,0.26205691156629457,0.5539252970836906
"1562, Sector 1, HSR, Bangalore",Grigliato,1,0,3.9,715,HSR,Casual Dining,"Italian, Chinese, Continental, Steak",1000,Delivery,Bellandur,0.29645490923586404,0.6545527877439881
"712, 6th Cross, 5th Main, Off 80 Feet Road, Indiranagar, Bangalore",Crunch Pizzas - Express Delivery,1,0,3.0,237,Indiranagar,Delivery,Pizza,500,Delivery,Bellandur,0.16328690359376916,0.44114038303971714
"Outer Ring Road, Opposite to JP Morgan, Kodbisanhalli, Marathahalli, Bangalore",Parrattha Ssinghh,1,0,4.2,45,Marathahalli,Quick Bites,North Indian,250,Delivery,Bellandur,0.3112815068073102,0.5573762474247017
"56, Near Passport Office, Outer Ring Road, Bellandur, Bangalore",Atithi Aramane Veg,1,0,3.9,48,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Bellandur,0.27267876855145334,0.5270650309136371
"61, Green Glen Layout, Bellandur, Bangalore",Yummy Tummy,1,0,3.0,111,Bellandur,Quick Bites,"Rolls, North Indian, Chinese, Biryani",400,Delivery,Bellandur,0.158795458726849,0.42851225859084996
"2738, 27th Main, Sector 1, HSR, Bangalore",Beijing Bites,1,0,3.9,396,HSR,Casual Dining,"Chinese, Thai",850,Delivery,Bellandur,0.28508371151723283,0.6286310577713574
"15/38, Opposite Ocian Manoda Apartment, Sarjapur Road, Kasavanhalli, Bangalore",AKSHAYA BIRYANI,1,0,3.6,20,Sarjapur Road,Quick Bites,"Biryani, North Indian",300,Delivery,Bellandur,0.232970992272783,0.46221510962134915
"86, Krystal commercial complex, Kasavanahalli, Off Sarjapur Road, Sarjapur Road, Bangalore",Lungees Foods,1,0,3.7,160,Sarjapur Road,Casual Dining,Kerala,500,Delivery,Bellandur,0.25086471237581254,0.552790355921581
"6/2, Near Wipro Headquaters, Kaikondrahalli, Sarjapur Road, Bangalore",Reddy's Paradise,1,0,3.4,9,Sarjapur Road,Quick Bites,"Fast Food, Chinese, North Indian, Biryani",400,Delivery,Bellandur,0.20677243039372006,0.4272311349047755
"4, 60/1, Doddakannelli, Opposite Wipro Corporate Office, Sarjapur Road, Bangalore",Tarbouche,1,0,3.5,18,Sarjapur Road,Kiosk,Turkish,300,Delivery,Bellandur,0.21999647369066597,0.4520685597031411
